1;AZUAY
2;BOLIVAR
3;CANAR
4;CARCHI
5;CHIMBORAZO
6;COTOPAXI
7;EL ORO
8;ESMERALDAS
9;GALAPAGOS
10;GUAYAS
11;IMBABURA
12;LOJA
13;LOS RIOS
14;MANABI
15;MORONA SANTIAGO
16;NAPO
17;ORELLANA
18;PASTAZA
19;PICHINCHA
20;SANTA ELENA
21;SANTO DOMINGO DE LOS TSACHILAS
22;SUCUMBIOS
23;TUNGURAHUA
24;ZAMORA CHINCHIPE
